id,name,host_id,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,y
2683,【30日宿泊以上限定ﾌﾟﾗﾝ】Pebliss耀･参 池袋 池袋駅徒歩10分 Wi-Fi,195367617,Toshima Ku,35.73822,139.71086,Entire home/apt,30,0,,,26,20315
2684,4BR HOUSE @Nakano/Free Parking&Wifi/7min metro,18041280,Nakano Ku,35.68621,139.67133,Entire home/apt,2,42,2019-12-22,1.63,162,19923
2685,"403离车站1分钟､浅草､晴空塔东京铁塔､银座､筑地､上野､迪斯尼直达机场直达,电梯公寓!周边繁华!",212909642,Edogawa Ku,35.7438,139.88348,Entire home/apt,1,54,2020-01-27,2.09,301,8035
2686,Only 1 guest room Exit form 5min Ueno Asakusa Area,298240909,Taito Ku,35.70228,139.78143,Private room,1,50,2020-02-11,2.85,85,6244
2687,【H2O Stay】Spacious Place/Ueno/7min/11ppl/C602,275916556,Bunkyo Ku,35.731640000000006,139.75371,Entire home/apt,1,95,2020-01-18,2.4,98,40023
2688,"Tokyo, Double for 2 - 201",105511718,Kita Ku,35.781240000000004,139.72122,Private room,1,1,2018-08-17,0.05,90,8045
2689,BIG SALE WACLASS NIPPORI 25㎡ Studio ★ Ueno park B7,60140616,Arakawa Ku,35.72545,139.77903,Private room,30,9,2019-06-30,0.38,321,7374
2690,6【海外帰国者歓迎】羽田空港送迎あり 品川駅･横浜駅に乗換なしでｱｸｾｽ可｡京急蒲田駅から徒歩5分｡,212553008,Ota Ku,35.56292,139.72698,Entire home/apt,1,0,,,165,2946
2691,Tateishi Hostel/  SKYTREE 7min/ Asakusa 10min(103),61184736,Katsushika Ku,35.739709999999995,139.85054,Entire home/apt,1,4,2020-02-08,0.36,114,6019
2692,"ALL Red !
SHIMOKITA1min KIMONO ROOM (OSENBEI)",214762772,Setagaya Ku,35.661970000000004,139.66892,Entire home/apt,2,63,2020-02-24,3.53,136,9841
2693,"CS41-3  東京上野浅草,駅近,交通便利,Airport Direct, Good access",51517847,Sumida Ku,35.70669,139.80058,Entire home/apt,3,3,2020-01-28,0.87,181,12919
2694,1DK JR亀戸徒步3分(錦糸町1分/両国4分/秋葉原8分東京駅押上浅草迪士尼台场新宿成田羽田超便利,27484181,Koto Ku,35.69461,139.82653,Entire home/apt,2,18,2020-01-04,1.12,278,8913
2695,HOYO東京Akasaka#803/3min from Akasaka sta+WiFi,303026256,Minato Ku,35.67545,139.73767,Entire home/apt,2,54,2020-04-19,2.46,230,19317
2696,3 minute walk from JR Uguisudani Station! Excellent access to Ueno / Yanesen area. Compact Double room 11㎡ (2 pax),25911199,Taito Ku,35.72113,139.78107,Private room,1,0,,,213,20247
2697,Loft (4 guests) 7 mins walking from IKEBUKURO sta.,223093998,Toshima Ku,35.73527,139.71262,Entire home/apt,1,2,2020-03-24,1.02,200,14916
2698,"@102｢Rs,Tokyo｣★3人可★浅草上野秋叶原附近单间公寓",291745199,Taito Ku,35.702890000000004,139.78458,Entire home/apt,2,5,2020-04-02,0.91,233,9500
2699,Spacious House w/2showers&4BR◎Skytree and Asakusa,273481447,Katsushika Ku,35.7405,139.84989,Entire home/apt,1,15,2020-03-22,1.65,55,17560
2700,【Walking distance to Tsukiji and Ginza】 Air conditioning · Free Wi-Fi available! 【Twin room】,58658461,Chuo Ku,35.670559999999995,139.77426,Private room,1,4,2019-10-23,0.21,143,19874
2701,✤Near the Otsuka station♪Free Wifi✤Hold 6 people✤,288290833,Toshima Ku,35.73117,139.73022,Entire home/apt,1,19,2020-03-03,1.68,0,20135
2702,"GreatValue private quiet room near Tabata,JR line",181737248,Kita Ku,35.74151,139.76425,Entire home/apt,1,2,2020-02-29,0.88,87,5034
2703,日式传统独栋房#直达新宿/池袋/Free Wifi,67417086,Toshima Ku,35.72688,139.68711000000002,Entire home/apt,1,3,2020-02-17,0.75,177,18960
2704,"东京日式别墅,新宿14分,上野10分",286339556,Kita Ku,35.77605,139.72741000000002,Entire home/apt,2,0,,,265,29879
2705,#212 Private Cozy Apt. in Tokyo,319804160,Nakano Ku,35.73465,139.63318,Entire home/apt,3,19,2020-01-02,0.95,90,7254
2706,302)Center of Tokyo/3min walking to JR station+WIF,298244728,Shinjuku Ku,35.6806,139.72256000000002,Entire home/apt,3,0,,,365,24927
2707,#urban 新宿へ2分新大久保駅まで歩いて4分 WiFi,121304158,Shinjuku Ku,35.69986,139.70289,Entire home/apt,1,0,,,0,9907
2708,★New★Near UENO/Great location and clean room/,205906665,Taito Ku,35.70762,139.7715,Entire home/apt,2,1,2020-03-09,0.59,364,8236
2709,[4-minutes walk from Mitsukoshi-mae Station] Free Wi-Fi! Capsule for men only,255338506,Chuo Ku,35.68824,139.77619,Shared room,1,11,2020-02-27,1.99,0,3197
2710,Room 103,187873107,Suginami Ku,35.703,139.62976,Private room,30,4,2020-02-25,0.33,84,1944
2711,8min->JRIkebukuro Sta/SuperiorDouble/SmokeOK/NoMea,320488809,Toshima Ku,35.73182,139.71908,Private room,1,0,,,86,2648
2712,New 4-minute train ride from Ikebukuro.,271544255,Toshima Ku,35.733090000000004,139.67972,Entire home/apt,1,46,2020-01-02,1.67,306,5172
2713,4min to Ueno! 5F Modern Villa!,41764578,Taito Ku,35.71561,139.78083,Entire home/apt,1,57,2020-03-10,3.94,83,40088
2714,YADOYA Hakuteian Japanese style House in Asakusa,150672186,Taito Ku,35.7246,139.79887,Entire home/apt,1,15,2020-02-17,1.72,263,25961
2715,Sunshine Tower 503 东京塔高级公寓,9842276,Minato Ku,35.652809999999995,139.74573,Entire home/apt,1,6,2020-02-26,1.57,156,14888
2716,New Open/5 min to station!/free wifi/Max 3ppl! 103,341662800,Toshima Ku,35.74284,139.71373,Entire home/apt,1,40,2020-02-11,2.22,181,9776
2717,Modern La Fonte Minamirokugoﾓﾀﾞﾝﾗﾌｫﾝﾃ南六郷#105,321733002,Ota Ku,35.54646,139.71726,Entire home/apt,2,1,2020-02-12,0.38,124,4347
2718,原宿駅からすぐ!! 渋谷･新宿や東京観光にﾍﾞｽﾄｱｸｾｽな場所 #5,273935739,Shibuya Ku,35.67491,139.71197,Entire home/apt,2,75,2020-03-06,2.4,0,7448
2719,FF126/15min walk to Asakusa/4min to Akihabara/WiFi,125996345,Sumida Ku,35.70058,139.80049,Entire home/apt,1,16,2020-02-08,2.32,0,49855
2720,"【年初特价】新宿池袋银座涉谷上野秋叶原直达,成田机场直达,地铁步行5分(R401)",176014678,Arakawa Ku,35.72908,139.77327,Entire home/apt,1,0,,,167,300063
2721,Tokyo Yamanote Line 5minutes /西日暮里東郷House/ﾏﾝｽﾘｰok,38092840,Arakawa Ku,35.73658,139.77107,Entire home/apt,30,7,2020-01-22,1.15,62,27972
2722,Stay in Japanese traditional house from 1 person,81631101,Katsushika Ku,35.74578,139.88285,Private room,1,6,2017-08-14,0.14,0,8001
2723,NewOpenSale!!池袋駅まで徒歩12分 新宿･渋谷ｴﾘｱ!浅草も近い!!FreeWifi!,148479222,Toshima Ku,35.73418,139.72079,Entire home/apt,2,20,2020-03-15,3.13,116,8089
2724,10min Sta&SKYTREE!!Good location/FREEWi-Fi/MAX5ppl,215787777,Sumida Ku,35.7102,139.82113,Entire home/apt,2,61,2020-03-08,3.29,259,99916
2725,Big Entire House New Open in Tokyo!! Ryoma House!!,56000498,Shinagawa Ku,35.5995,139.73928,Entire home/apt,30,36,2020-02-10,2.32,158,16020
2726,"KAERU-TOKYO 2   直達羽田機場5分,東京山手線品川站7分｡",53492536,Ota Ku,35.55618,139.72834,Entire home/apt,2,0,,,0,19963
2727,☆ RIVERSIDE PRIVATE APT ☆ 10min to SHINJUKU !!,206972961,Nakano Ku,35.6933,139.67715,Entire home/apt,1,3,2019-11-03,0.24,96,5079
2728,"Ueno Asakusa  9, 10 floor  two rooms available!",132115218,Taito Ku,35.72276,139.78796,Entire home/apt,5,97,2020-02-04,2.3,184,40415
2729,"Gogerous Designer Room Central Tokyo, Sleeps 4-6",25865449,Chuo Ku,35.692040000000006,139.77896,Private room,1,0,,,129,49990
2730,"70㎡ ‼️1mins to station,Skytree, direct to airports",33703677,Sumida Ku,35.70963,139.81106,Entire home/apt,1,38,2020-03-05,1.49,365,28705
2731,Ikebukuro/comfortable&cheapest bed,228130924,Toshima Ku,35.73572,139.70885,Entire home/apt,1,37,2019-11-25,0.7,0,5931
2732,LANG-801#CenterOfGinza!3min walk sta/DirectHND&NRT,4799233,Chuo Ku,35.6708,139.76924,Entire home/apt,1,38,2020-01-30,2.38,124,24990
2733,Easy access to Central Tokyo/FREE Wi-Fi/MAX14ppl,342352750,Toshima Ku,35.72726,139.6926,Entire home/apt,2,21,2020-04-04,2.36,336,27461
2734,Calm House near Shinjuku/Shibuya #301,264883119,Shibuya Ku,35.67949,139.67874,Entire home/apt,2,240,2020-04-25,4.84,180,11882
2735,One cozy house 8 mins from Senkawa Station(Room1),109587059,Toshima Ku,35.73499,139.68623,Private room,2,62,2019-12-02,1.33,6,6592
2736,"G民泊资格取得,可多人入住,宽敞舒适公寓",334156234,Taito Ku,35.70523,139.78112,Entire home/apt,1,53,2020-01-24,2.44,172,8358
2737,匯家 KAIKE Sendagaya 101 Shinjuku新宿站 涩谷站商圈 步行14分钟可达,260536243,Shibuya Ku,35.679320000000004,139.70916,Private room,1,0,,,181,15972
2738,New LOFT Apartment Ikebukuro Free WiFi up to 1PPL,187573688,Toshima Ku,35.7211,139.72365,Entire home/apt,1,3,2020-04-01,0.22,270,7097
2739,New Open sale!!六本木/赤坂/新宿/渋谷/上野すぐ!,6378336,Minato Ku,35.66982,139.73657,Entire home/apt,1,11,2020-03-14,2.41,0,29934
2740,★Cozy apartment★NEW!WiFi!Asakusa..,238887942,Taito Ku,35.70089,139.78518,Entire home/apt,2,113,2020-03-16,4.86,336,1796
2741,JR station 2 mins near Tokyo skytree&Asakusa,250003495,Sumida Ku,35.6987,139.81351,Entire home/apt,2,36,2020-01-02,1.06,0,17934
2742,紅梅❀西池袋中心·70m²四卧·JR池袋站&地铁☆东京艺术中心·太阳城·接送机服务☆-NRT015,314966183,Toshima Ku,35.73639,139.70816000000002,Entire home/apt,2,0,,,123,49517
2743,Group Room C with shared Bath,231403014,Bunkyo Ku,35.70791,139.77133,Private room,1,149,2020-03-25,4.45,265,4609
2744,新柴又204 · OPEN SALE東京/空港直通/新筑/駅近い / 浅草,93569984,Katsushika Ku,35.75367,139.88346,Private room,1,9,2020-04-18,1.91,119,3476
2745,R205-7)Women Dormitory Shinjuku*WIFI free *,203690845,Shinjuku Ku,35.69999,139.73382,Shared room,1,19,2020-01-29,1.41,335,3144
2746,★SANITIZED★JROtsuka Sta 2min/MAX12ppl/Whole Floor★,229610616,Toshima Ku,35.7302,139.72871999999998,Entire home/apt,2,23,2020-03-03,1.82,186,25045
2747,珍友民宿(2),27335625,Nakano Ku,35.68867,139.67526999999998,Private room,1,67,2020-01-13,2.62,341,5087
2748,NEW!! 3F hamaca house Tamanoi in TOKYO,187571355,Sumida Ku,35.72847,139.82178000000002,Entire home/apt,2,16,2020-03-22,2.79,351,50111
2749,山手線駒込駅から徒歩4分くつろげる空間402号室,159533414,Kita Ku,35.73542,139.75269,Entire home/apt,2,4,2020-02-18,1.01,32,6951
2750,"3 beds use in a shared mix dormitory, obi Hostel",160644380,Chuo Ku,35.6931,139.78306,Hotel room,1,10,2019-08-31,0.47,331,10302
2751,"Asakusa G-18 
浅草/ 田原町(1 minute to MRT Ginza line",230910892,Taito Ku,35.70873,139.78976,Entire home/apt,3,54,2020-02-20,2.47,118,17215
2752,Fancy sunshine apt in TAKADA!! For MAX 2!!,169608824,Shinjuku Ku,35.70217,139.69439,Entire home/apt,1,6,2020-02-28,0.7,180,11906
2753,FF80/15min walk to Asakusa/4min to Akihabara/Wi-Fi,125996345,Sumida Ku,35.70058,139.80049,Entire home/apt,1,14,2020-01-24,2.12,0,50075
2754,FF50 Direct to Airport/2mins from sta./4pax/WiFi,272379804,Ota Ku,35.57074,139.73198,Entire home/apt,2,16,2020-02-10,1.74,39,49937
2755,Private Room♪5min to Sta.&33min Ginza☆A1-3,207693509,Adachi Ku,35.77378,139.79318,Private room,30,0,,,84,1138
2756,MonthHOYO東京Kita Shinjuku#401 /8min from Sta. +wifi,303026256,Shinjuku Ku,35.70731,139.6906,Entire home/apt,23,3,2020-03-01,0.36,0,9337
2757,2 minutes from Nezu station.Private house.,281615856,Bunkyo Ku,35.7187,139.7639,Entire home/apt,1,6,2020-02-22,0.91,179,15002
2758,Newly constructed 1R Mansion!Near Ueno Asakusa !,44839765,Taito Ku,35.727090000000004,139.79677,Entire home/apt,1,63,2020-04-11,2.92,88,4933
2759,New!!4min Station-Near Shinjuku Luxuary house#303,229142712,Shinjuku Ku,35.694390000000006,139.69581000000002,Entire home/apt,2,38,2019-09-29,2.59,324,9623
2760,EXsaison Sugamo 208,12753688,Toshima Ku,35.73217,139.73871,Hotel room,1,17,2019-09-27,0.9,0,9782
2761,【Asakusa sta. 5min】 Standard Triple Room | Tokyo,111681530,Taito Ku,35.71298,139.79763,Private room,1,2,2019-09-11,0.1,321,39927
2762,Japanese taste private room for two travelers,119345063,Minato Ku,35.653290000000005,139.73783999999998,Private room,2,12,2020-03-09,1.84,48,7104
2763,【Nothern Europe】6min Sta. Modern Apt☆Free WIFI#406,21576590,Ota Ku,35.57418,139.73576,Entire home/apt,2,44,2020-02-24,2.95,297,100013
2764,20min Haneda Airport_1BR_Double Bed_WiFi Kids Free,243222123,Ota Ku,35.57197,139.70019,Entire home/apt,1,5,2020-03-15,0.58,0,5461
2765,Asakusa12m/Ueno15m/Airports 50m/supermarket15sec,309061882,Katsushika Ku,35.75693,139.86186,Entire home/apt,1,175,2020-03-10,3.5,307,6414
2766,Asakusa Area 浅草202,315182501,Taito Ku,35.7093,139.78893,Entire home/apt,3,1,2019-04-08,0.08,173,8219
2767,T13-2602|西新宿站徒步4分钟丨合法民宿丨无线网络,224754595,Shinjuku Ku,35.696670000000005,139.69118,Entire home/apt,1,0,,,82,10231
2768,Universal Haneda,219802340,Ota Ku,35.55966,139.7376,Entire home/apt,2,0,,,166,33366
2769,#4Nishi-Shinjuku Sta. 6min Clean&Convenient Wi-Fi,231218515,Shinjuku Ku,35.69786,139.69503999999998,Entire home/apt,1,71,2020-03-24,3.72,295,12724
2770,New apartment in Tokyo offers an open pool and gym,57233894,Koto Ku,35.69789,139.83699,Private room,1,26,2019-12-30,0.7,0,8974
2771,【StaySakura Higashinippori】5min Sta☆Free  WIFI#501,225807277,Arakawa Ku,35.725190000000005,139.77918,Private room,2,81,2020-03-20,4.34,179,3522
2772,Nippori/Ueno One Train! Entire Japanese House Max8,135153417,Katsushika Ku,35.744890000000005,139.82362,Entire home/apt,1,5,2020-01-30,0.84,0,11939
2773,10 min. by train to Ikebukuro! 【Guesthouse COPAN】,322547799,Itabashi Ku,35.75894,139.6767,Private room,2,18,2020-01-01,0.48,78,2703
2774,OPEN SALE!!!新宿御苑駅徒歩6分 完全個室☆FREEWiFi☆,17323162,Shinjuku Ku,35.69205,139.71204,Entire home/apt,2,47,2019-07-25,2.34,3,5976
2775,Now on SALE!5min to station! Ryokan for 3 ! IN-201,120507923,Shinjuku Ku,35.69021,139.68681999999998,Private room,1,23,2020-04-08,1.37,358,7299
2776,Deluxe 3 Beds Private Room4,186681429,Sumida Ku,35.69404,139.79653000000002,Private room,1,0,,,176,16484
2777,车站3分钟独立房间独立新宿浴室,71075733,Nakano Ku,35.72222,139.65192,Entire home/apt,1,13,2020-02-20,1.89,180,4996
2778,4F11【Men only】5 min to Ueno sta./ capsule hotel,188123234,Taito Ku,35.71521,139.78136999999998,Hotel room,1,0,,,286,50210
2779,203 Shinjuku area JR station 6mins,44129333,Shinjuku Ku,35.70038,139.69341,Entire home/apt,3,5,2020-03-03,1.52,111,9565
2780,Best location for Tokyo trip ! max6+homewifi!#RC2,331853934,Itabashi Ku,35.78352,139.66723000000002,Entire home/apt,1,11,2020-02-21,1.78,179,7998
2781,Hostel just 5 min from Sta./Private with balcony,147026065,Taito Ku,35.716120000000004,139.79414,Private room,1,0,,,130,14816
2782,4 min to Shinjuku Sta. by train / 4 ppl / Wi-fi,27821041,Shibuya Ku,35.684459999999994,139.67874,Entire home/apt,1,7,2020-02-23,2.14,88,9911
2783,308◇ Ikebukuro Station◇Guest house,320467240,Toshima Ku,35.73415,139.71759,Shared room,1,0,,,365,3271
2784,Traditional Japanese  culture  house〜Samurai Soul〜,241361985,Sumida Ku,35.71756,139.82078,Entire home/apt,3,50,2019-11-08,2.55,113,26468
2785,Tokyo Monthly Rental - Top Sakurashinmachi,333948576,Setagaya Ku,35.6332,139.65243,Entire home/apt,30,5,2020-01-02,0.32,334,5915
2786,Huge Innercity Complex—5BR—2 Showers—14 Guests,46443714,Shinjuku Ku,35.70063,139.69475,Entire home/apt,1,51,2020-03-09,2.9,137,50637
2787,"Central Tokyo,1Min from Station,Whole 4F,Bed&Mikan",300489871,Chuo Ku,35.69269,139.78288,Entire home/apt,2,16,2020-02-03,1.47,0,19963
2788,DoMo A 204 Nishi Shinjuku,138109993,Shinjuku Ku,35.69645,139.69492,Entire home/apt,1,51,2020-03-21,1.3,185,11787
2789,"S10703Close to ShibuyaStation, 6Mins from Crossing",265089516,Shibuya Ku,35.65888,139.69484,Entire home/apt,7,7,2020-04-09,1.56,169,9928
2790,"新宿市中心繁华公寓,伊势丹徒步3分钟,免费携带Wi-Fi",55852804,Shinjuku Ku,35.6952,139.7068,Entire home/apt,1,25,2020-02-28,2.59,363,19581
2791,【Room Rental】5 min to Shin-Koenji Sta. 6 dorm beds,187873107,Suginami Ku,35.699690000000004,139.64671,Hotel room,1,0,,,227,15041
2792,"F3 Asakusa, Akihabara,Tokyo 3 min to station, 77sq",51517847,Taito Ku,35.71748,139.7917,Entire home/apt,1,4,2019-05-04,0.3,53,20160
2793,"Near Skytree, Asakusa/  Station 3 mins walk /☆3DK",43979015,Sumida Ku,35.720279999999995,139.81451,Entire home/apt,1,3,2019-12-29,0.42,315,16036
2794,001-705 Oshiage/ 10min walk from TokyoSkyTree,211290995,Sumida Ku,35.70806,139.8169,Entire home/apt,2,134,2020-03-25,2.71,335,7535
2795,"4-min to bus st for Asakusa, own 1LDK New Bldg!(B)",296689302,Sumida Ku,35.72509,139.81046,Private room,1,4,2019-10-14,0.41,76,13079
2796,043AKIHABARA-Cozy Stylish Apt./ 10min to Sta.,49384326,Taito Ku,35.7042,139.77781000000002,Entire home/apt,3,13,2020-02-18,1.97,356,10674
2797,Japanese Style TATAMI/Free WiFi in Shinjuku,267750086,Shinjuku Ku,35.70203,139.69673,Entire home/apt,1,16,2020-03-06,1.03,80,7377
2798,Cozy&Convenient& Close to Ikebukuro 池袋附近超方便舒适公寓302,181737248,Itabashi Ku,35.749759999999995,139.71823,Private room,1,2,2020-02-23,0.73,11,5006
2799,Shinjuku and Akihabara  9 min By Train!  In Tokyo!,63292658,Shinjuku Ku,35.69383,139.73488,Private room,2,42,2019-11-25,1.44,91,7522
2800,2F-Hotel License! Ueno Cozy apartment for 2 #1,158173287,Taito Ku,35.72489,139.78626,Entire home/apt,1,16,2020-03-22,2.1,246,5128
2801,Nr Skytree!/7mins to Akihabara/7mins to sta/LK1102,6809418,Sumida Ku,35.69307,139.81075,Entire home/apt,1,22,2020-03-24,3.06,245,49811
2802,*ON SALE*(102)Stylish Modern/Direct to Haneda,105449773,Ota Ku,35.56087,139.71842,Entire home/apt,2,0,,,175,12993
2803,Double Room with Bathroom A,248413357,Taito Ku,35.717490000000005,139.76843,Private room,1,0,,,118,12174
2804,6 min Sta. Very near Akihabara!!Good location/201,228162180,Bunkyo Ku,35.70583,139.76658,Entire home/apt,2,42,2020-04-11,3.97,143,49975
2805,"7mins Shibuya, with tatami, Gotanda stn 2 steps",137495256,Shinagawa Ku,35.62628,139.72107,Entire home/apt,2,46,2020-02-27,2.05,175,19995
2806,Near Sky Tree / Sumida River #Room2999,6969809,Taito Ku,35.70625,139.79437,Entire home/apt,3,1,2020-01-26,0.32,115,9729
2807,澀谷站步行5分鐘 忠犬八公6分鐘 十字路口550米,49661789,Shibuya Ku,35.65777,139.69775,Entire home/apt,1,0,,,90,11873
2808,ﾃﾚﾜｰｸ使用ﾃﾞｨｽｶｳﾝﾄ/静かなｱﾊﾟｰﾄ102号室/最寄駅曳舟､浅草､ｽｶｲﾂﾘｰ近く,330583514,Sumida Ku,35.71813,139.81161,Entire home/apt,1,0,,,345,30122
2809,Asakusa Huge Private House UP to 14ppl.,102440305,Taito Ku,35.72426,139.80032,Entire home/apt,1,1,2020-03-21,0.77,87,8514
2810,"千住momiji,整栋出租,4间卧室3浴室3洗手间,千住大桥徒步7分北千住徒步11分,房间有wifi",278945383,Adachi Ku,35.74601,139.79675,Entire home/apt,2,1,2020-01-23,0.31,46,27989
2811,"""Female only"" 8 bed  dormitory room",292407967,Taito Ku,35.72076,139.78977,Hotel room,1,1,2019-03-26,0.08,123,2905
2812,Ueno 10 min JR Yamanote “Komagome Cozy room” 2F,251511140,Toshima Ku,35.73558,139.7487,Entire home/apt,7,1,2020-01-30,0.33,349,16890
2813,匯家KAIKE 押上浅草步行8分可达天空树 4分到押上站 榻榻米全新装修 轻松可达机场 302,260536243,Sumida Ku,35.71099,139.8131,Private room,1,0,,,179,13926
2814,Monthly Rental - New Apartment Shinjuku,43554294,Shinjuku Ku,35.71262,139.70327,Entire home/apt,30,0,,,87,50169
2815,Nr Ikebukuro! Larger rooms! Free portable Wi-Fi!,41500778,Toshima Ku,35.726240000000004,139.69191999999998,Entire home/apt,2,30,2019-11-27,2.27,114,16118
2816,10㎡ Convenient Private Bath 1min Ikebukuro C1 EXIT,222669081,Toshima Ku,35.73133,139.70651999999998,Entire home/apt,1,17,2020-02-01,0.86,90,8536
2817,"Japanese cosy vintage house, easy access in Tokyo",62389310,Kita Ku,35.74408,139.72525,Entire home/apt,2,207,2020-03-22,3.41,105,10017
2818,Otsuka no yado Villa in the city center,329823999,Toshima Ku,35.72815,139.73524,Entire home/apt,2,35,2020-03-10,1.93,325,39982
2819,NEW!!  (dorm room)4min to Sta. 14min Tokyo Sta.,207915193,Koto Ku,35.672540000000005,139.79162,Shared room,1,21,2020-02-08,1.86,356,1805
2820,Welcome! culture lovers and artists,216544005,Setagaya Ku,35.63597,139.60721999999998,Private room,1,128,2019-07-15,2.04,179,3983
2821,【H2O Stay】B102 Charming Place/Shibuya/8min/4ppl,275916556,Shibuya Ku,35.654740000000004,139.70879,Entire home/apt,1,36,2019-12-07,1.64,0,35010
2822,Shibuya Designer Studio / 301,241780496,Shibuya Ku,35.66471,139.70505,Entire home/apt,30,3,2019-07-20,0.14,153,9841
2823,1min to Asakusa/7mins to Station/freewifi/BC1001,147413392,Taito Ku,35.7037,139.78511,Entire home/apt,1,32,2019-11-02,2.33,268,50064
2824,"Airport direct access!1min to Sta, Japanese house",177290475,Adachi Ku,35.74355,139.79818,Entire home/apt,1,78,2020-04-10,2.08,170,5998
2825,"Single building Ebisu★Hiroo,Daikanyama by walk",253964116,Shibuya Ku,35.64647,139.71738,Entire home/apt,2,10,2020-03-21,1.1,182,35205
